Contract Count,ID,LGA,SEIFA,Population,TargetedGroup,Service,Indigenous,Agency
2,G1415AH12,Carrathool,50,2795,330 Primary health care needs,A09.3 Health Support,Indigenous,Health
2,G1415AH12,Boorowa,49,2602,330 Primary health care needs,A09.3 Health Support,Indigenous,Health
2,G1415AH12,Bland,51,5994,330 Primary health care needs,A09.3 Health Support,Indigenous,Health
2,G1415AH12,Berrigan,32,8413,330 Primary health care needs,A09.3 Health Support,Indigenous,Health
2,G1415AH12,Albury,57,51082,330 Primary health care needs,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Wellington,7,9054,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Weddin,34,3709,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Warrumbungle,10,9786,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Warren,32,2921,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Walgett,2,6840,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Parkes,24,15217,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Orange,59,41431,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Oberon,52,5327,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Narromine,19,6854,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Mid-Western,47,24017,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Gilgandra,11,4440,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Forbes,29,9759,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Dubbo,54,41573,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Cowra,16,12574,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Coonamble,4,4292,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Cobar,39,5111,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Cabonne,73,13776,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Brewarrina,1,1931,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Bourke,25,2973,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Bogan,26,3076,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Blayney,60,7409,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,G1415AH10,Bathurst,68,41682,392 Victims of domestic violence,A09.3 Health Support,Indigenous,Health
2,D14/03717,Penrith,71,194134,381 People in police custody,A05.4 Transitional & crisis accom.,N/A,Justice
2,D14/03717,Gosford,75,171992,381 People in police custody,A05.4 Transitional & crisis accom.,N/A,Justice
2,D14/03381,Greater Taree,8,48941,381 People in police custody,A05.4 Transitional & crisis accom.,N/A,Justice
2,D14/03381,Great Lakes,17,36499,381 People in police custody,A05.4 Transitional & crisis accom.,N/A,Justice
2,D14/03381,Gloucester,31,5064,381 People in police custody,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06952-01,Botany Bay,69,44742,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,N/A,Justice
2,D13-06952-01,Botany Bay,69,44742,388 In transition custody to community,A01.2 Personal support,N/A,Justice
2,D13-06952-01,Botany Bay,69,44742,385 Community based supervision,A01.2 Personal support,N/A,Justice
2,D13-06949-03,Wyong,37,159015,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wyong,37,159015,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wyong,37,159015,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wollondilly,81,47084,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wollondilly,81,47084,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wollondilly,81,47084,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wingecarribee,78,47584,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wingecarribee,78,47584,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Wingecarribee,78,47584,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Weddin,34,3709,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Weddin,34,3709,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Weddin,34,3709,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Shoalhaven,41,99016,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Shoalhaven,41,99016,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Shoalhaven,41,99016,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Gundagai,42,3755,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Gundagai,42,3755,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Gundagai,42,3755,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Gosford,75,171992,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Gosford,75,171992,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Gosford,75,171992,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Cootamundra,21,7749,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Cootamundra,21,7749,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06949-03,Cootamundra,21,7749,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06947-07,Dubbo,54,41573,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D13-06946-03,Wagga Wagga,71,62799,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D13-06946-02,Wellington,7,9054,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Wellington,7,9054,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Wellington,7,9054,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Warrumbungle,10,9786,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Warrumbungle,10,9786,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Warrumbungle,10,9786,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Warren,32,2921,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Warren,32,2921,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Warren,32,2921,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Unincorporated NSW,76,1122,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Unincorporated NSW,76,1122,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Unincorporated NSW,76,1122,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Parkes,24,15217,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Parkes,24,15217,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Parkes,24,15217,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Orange,59,41431,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Orange,59,41431,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Orange,59,41431,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Oberon,52,5327,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Oberon,52,5327,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Oberon,52,5327,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Narromine,19,6854,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Narromine,19,6854,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Narromine,19,6854,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Mid-Western,47,24017,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Mid-Western,47,24017,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Mid-Western,47,24017,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Lithgow,15,21249,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Lithgow,15,21249,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Lithgow,15,21249,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Lismore,43,44629,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Lachlan,26,6775,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Lachlan,26,6775,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Lachlan,26,6775,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Gilgandra,11,4440,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Gilgandra,11,4440,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Gilgandra,11,4440,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Forbes,29,9759,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Forbes,29,9759,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Forbes,29,9759,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Dubbo,54,41573,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Dubbo,54,41573,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Dubbo,54,41573,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Cowra,16,12574,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Cowra,16,12574,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Cowra,16,12574,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Central Darling,2,2065,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Central Darling,2,2065,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Central Darling,2,2065,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Cabonne,73,13776,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Cabonne,73,13776,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Cabonne,73,13776,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Broken Hill,6,19048,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Broken Hill,6,19048,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Broken Hill,6,19048,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Blayney,60,7409,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Blayney,60,7409,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Blayney,60,7409,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Bland,51,5994,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Bland,51,5994,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Bland,51,5994,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Bathurst,68,41682,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Bathurst,68,41682,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06946-02,Bathurst,68,41682,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06945-02,Wyong,37,159015,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D13-06944-03,Byron,64,32119,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,N/A,Justice
2,D13-06944-03,Byron,64,32119,388 In transition custody to community,A01.2 Personal support,N/A,Justice
2,D13-06944-03,Byron,64,32119,385 Community based supervision,A01.2 Personal support,N/A,Justice
2,D13-06943-02,Gwydir,25,5080,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,N/A,Justice
2,D13-06943-02,Gwydir,25,5080,388 In transition custody to community,A01.2 Personal support,N/A,Justice
2,D13-06943-02,Gwydir,25,5080,385 Community based supervision,A01.2 Personal support,N/A,Justice
2,D13-06941,Port Macquarie-Hastings,49,77481,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Port Macquarie-Hastings,49,77481,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Port Macquarie-Hastings,49,77481,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Nambucca,6,19655,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Nambucca,6,19655,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Nambucca,6,19655,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Kempsey,3,29643,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Kempsey,3,29643,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Kempsey,3,29643,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Greater Taree,8,48941,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Greater Taree,8,48941,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Greater Taree,8,48941,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Great Lakes,17,36499,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Great Lakes,17,36499,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Great Lakes,17,36499,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Gloucester,31,5064,3891 At risk (Re-entering crim. justice syst),A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Gloucester,31,5064,388 In transition custody to community,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06941,Gloucester,31,5064,385 Community based supervision,A05.4 Transitional & crisis accom.,N/A,Justice
2,D13-06940-01,Lake Macquarie,69,202676,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,N/A,Justice
2,D13-06940-01,Lake Macquarie,69,202676,388 In transition custody to community,A01.2 Personal support,N/A,Justice
2,D13-06940-01,Lake Macquarie,69,202676,385 Community based supervision,A01.2 Personal support,N/A,Justice
2,D11/280205-03,Parramatta,73,189932,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D11/280205-03,Leichhardt,93,58136,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D11/280205-03,Fairfield,4,203109,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D11/280205-03,Campbelltown,38,156572,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D11/280205-03,Blacktown,61,332424,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D11/280205-02,Lake Macquarie,69,202676,388 In transition custody to community,A01.3 Community living support,N/A,Justice
2,D11/280205-01,Liverpool,58,199928,388 In transition custody to community,A01.2 Personal support,N/A,Justice
2,D11/280205-01,Fairfield,4,203109,388 In transition custody to community,A01.2 Personal support,N/A,Justice
2,D11/280205-01,Bankstown,44,200357,388 In transition custody to community,A01.2 Personal support,N/A,Justice
2,CTA25746_2013-15_01_120091_ADHC01,Boorowa,49,2602,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
2,CTA25746_2013-15_01_120091_ADHC01,Boorowa,49,2602,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
2,CTA25746_2013-15_01_120091_ADHC01,Boorowa,49,2602,349 Other specified health needs,A01.3 Community living support,N/A,Transport
2,CTA25746_2013-15_01_120091_ADHC01,Boorowa,49,2602,339 Mental Health needs,A01.3 Community living support,N/A,Transport
2,CTA25746_2013-15_01_120091_ADHC01,Boorowa,49,2602,330 Primary health care needs,A01.3 Community living support,N/A,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Upper Hunter,56,14658,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Upper Hunter,56,14658,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Upper Hunter,56,14658,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Upper Hunter,56,14658,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Upper Hunter,56,14658,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Singleton,76,23884,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Singleton,76,23884,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Singleton,76,23884,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Singleton,76,23884,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Singleton,76,23884,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Port Stephens,58,69728,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Port Stephens,58,69728,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Port Stephens,58,69728,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Port Stephens,58,69728,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Port Stephens,58,69728,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Muswellbrook,51,17045,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Muswellbrook,51,17045,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Muswellbrook,51,17045,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Muswellbrook,51,17045,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Muswellbrook,51,17045,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Maitland,70,75170,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Maitland,70,75170,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Maitland,70,75170,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Maitland,70,75170,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Maitland,70,75170,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Lake Macquarie,69,202676,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Lake Macquarie,69,202676,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Lake Macquarie,69,202676,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Lake Macquarie,69,202676,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Lake Macquarie,69,202676,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Great Lakes,17,36499,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Great Lakes,17,36499,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Great Lakes,17,36499,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Great Lakes,17,36499,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Great Lakes,17,36499,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Gloucester,31,5064,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Gloucester,31,5064,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Gloucester,31,5064,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Gloucester,31,5064,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Gloucester,31,5064,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Dungog,63,9108,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Dungog,63,9108,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Dungog,63,9108,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Dungog,63,9108,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Dungog,63,9108,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Cessnock,19,54979,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Cessnock,19,54979,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Cessnock,19,54979,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Cessnock,19,54979,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25114_2013-15_01_120851_ADHC01,Cessnock,19,54979,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Wentworth,43,6884,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Wentworth,43,6884,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Wentworth,43,6884,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Wentworth,43,6884,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Wentworth,43,6884,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Unincorporated NSW,76,1122,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Unincorporated NSW,76,1122,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Unincorporated NSW,76,1122,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Unincorporated NSW,76,1122,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Unincorporated NSW,76,1122,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Central Darling,2,2065,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Central Darling,2,2065,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Central Darling,2,2065,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Central Darling,2,2065,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Central Darling,2,2065,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Broken Hill,6,19048,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Broken Hill,6,19048,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Broken Hill,6,19048,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
